timestamp,symbol,side,quantity,price,commission,strategy
2025-02-20 19:00:00,Bitstamp:BTCUSD,buy,0.20646013770891186,96871.0,20.0,sma_crossover
2025-02-23 07:00:00,Bitstamp:BTCUSD,sell,0.20646013770891186,96448.0,19.912667361749133,sma_crossover
2025-03-02 15:00:00,Bitstamp:BTCUSD,buy,0.23204905887472527,86079.0,19.974550938877478,sma_crossover
2025-03-05 07:00:00,Bitstamp:BTCUSD,sell,0.23204905887472527,86765.0,20.13373659326554,sma_crossover
2025-03-06 07:00:00,Bitstamp:BTCUSD,buy,0.2184110002102231,91563.0,19.99836641224866,sma_crossover
2025-03-08 11:00:00,Bitstamp:BTCUSD,sell,0.2184110002102231,86179.0,18.822441587116817,sma_crossover
2025-03-13 11:00:00,Bitstamp:BTCUSD,buy,0.23763628505674542,83133.0,19.755417285622418,sma_crossover
2025-03-18 19:00:00,Bitstamp:BTCUSD,sell,0.23763628505674542,81606.0,19.392546678340768,sma_crossover
2025-03-20 07:00:00,Bitstamp:BTCUSD,buy,0.2290295622118746,85906.0,19.6750135713733,sma_crossover
2025-03-22 19:00:00,Bitstamp:BTCUSD,sell,0.2290295622118746,84107.0,19.26298938895414,sma_crossover
2025-03-23 11:00:00,Bitstamp:BTCUSD,buy,0.23240009889758642,84272.0,19.584821134297403,sma_crossover
2025-03-23 19:00:00,Bitstamp:BTCUSD,sell,0.23240009889758642,85170.0,19.793516423107434,sma_crossover
2025-03-24 03:00:00,Bitstamp:BTCUSD,buy,0.22790163705854663,86084.0,19.618684524547927,sma_crossover
2025-03-28 11:00:00,Bitstamp:BTCUSD,sell,0.22790163705854663,85167.0,19.40969872336524,sma_crossover
2025-04-02 03:00:00,Bitstamp:BTCUSD,buy,0.22976496052203602,85170.0,19.569081687661807,sma_crossover
2025-04-04 11:00:00,Bitstamp:BTCUSD,sell,0.22976496052203602,83984.0,19.29658044448267,sma_crossover
2025-04-10 23:00:00,Bitstamp:BTCUSD,buy,0.24510967413801202,79584.0,19.50680830659955,sma_crossover
2025-04-17 03:00:00,Bitstamp:BTCUSD,sell,0.24510967413801202,84046.0,20.600487672603357,sma_crossover
2025-04-18 07:00:00,Bitstamp:BTCUSD,buy,0.23240285142505449,84842.0,19.717522720604475,sma_crossover
2025-05-05 03:00:00,Bitstamp:BTCUSD,sell,0.23240285142505449,94316.0,21.919307335005442,sma_crossover
2025-05-07 19:00:00,Bitstamp:BTCUSD,buy,0.20786020216502862,96938.0,20.149552277473543,sma_crossover
2025-05-13 15:00:00,Bitstamp:BTCUSD,sell,0.20786020216502862,103714.0,21.55801300734378,sma_crossover
2025-05-14 23:00:00,Bitstamp:BTCUSD,buy,0.1976779808195465,103314.0,20.422902910390626,sma_crossover
2025-05-15 11:00:00,Bitstamp:BTCUSD,sell,0.1976779808195465,101807.0,20.12500219329557,sma_crossover
2025-05-17 03:00:00,Bitstamp:BTCUSD,buy,0.19665732600961178,103506.0,20.355213185950877,sma_crossover
2025-05-18 07:00:00,Bitstamp:BTCUSD,sell,0.19665732600961178,103324.0,20.31942155261713,sma_crossover
2025-05-18 19:00:00,Bitstamp:BTCUSD,buy,0.19273881544130556,105531.0,20.339919932336414,sma_crossover
2025-05-25 03:00:00,Bitstamp:BTCUSD,sell,0.19273881544130556,107799.0,20.777051565757297,sma_crossover
2025-05-27 11:00:00,Bitstamp:BTCUSD,buy,0.18641812464368115,109534.0,20.419122864720972,sma_crossover
2025-05-29 03:00:00,Bitstamp:BTCUSD,sell,0.18641812464368115,107811.0,20.09792443595991,sma_crossover
2025-06-03 11:00:00,Bitstamp:BTCUSD,buy,0.19332408305708118,105247.0,20.346779769508622,sma_crossover
2025-06-05 19:00:00,Bitstamp:BTCUSD,sell,0.19332408305708118,104567.0,20.21531939302981,sma_crossover
2025-06-08 03:00:00,Bitstamp:BTCUSD,buy,0.19231743601416748,105619.0,20.312375274380358,sma_crossover
